text,element_type,url,title,meta_description,h1_tags,scrape_date,competitor,sentiment,vader_sentiment,technical_keywords,value_keywords,intent,cleaned_text
MX Deposit,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326851,Seequent,0.0,0.0,0,0,Other,mx deposit
"Collect, manage, share, and access your drillhole and sample data in the Cloud.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326852,Seequent,0.0,0.296,1,1,Balanced,collect manage share and access your drillhole and sample data in the cloud
Interested in our data management solutions?,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326853,Seequent,0.25,0.5267,0,0,Other,interested in our data management solutions
Geological Modelling,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326855,Seequent,0.0,0.0,0,0,Other,geological modelling
"Rapidly integrate, communicate, and interpret geoscience data with industry-leading 3D subsurface modelling, and make better decisions across the mine life cycle.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326856,Seequent,0.5,0.4404,1,2,Value Proposition,rapidly integrate communicate and interpret geoscience data with industryleading d subsurface modelling and make better decisions across the mine life cycle
Seequent Central,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326858,Seequent,0.0,0.0,0,0,Other,seequent central
"Manage, track, and collaborate on geological data in a single, accessible environment.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326859,Seequent,0.1517857142857143,0.0,0,0,Other,manage track and collaborate on geological data in a single accessible environment
Leapfrog Edge,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326861,Seequent,0.0,0.0,0,0,Other,leapfrog edge
Fully integrate resource estimation into your 3D geoscience models.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326862,Seequent,0.0,0.0,0,0,Other,fully integrate resource estimation into your d geoscience models
Oasis montaj,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326863,Seequent,0.0,0.0,0,0,Other,oasis montaj
"Visualise, analyse, and integrate all your geoscience data in interactive 2D and 3D models.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326865,Seequent,0.0,0.0,0,0,Other,visualise analyse and integrate all your geoscience data in interactive d and d models
Leapfrog Geo,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326866,Seequent,0.0,0.0,0,0,Other,leapfrog geo
"Integrate, communicate, and interpret geoscience data with rapid 3D modelling.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326867,Seequent,0.0,0.0,0,1,Value Proposition,integrate communicate and interpret geoscience data with rapid d modelling
Mineral resource estimation,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326869,Seequent,0.0,0.0,0,0,Other,mineral resource estimation
"An intuitive and robust digital workflow combining data, geology and geostatistics, to prospect smarter, model faster and carry out complex resource estimations with confidence.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326873,Seequent,-0.15,0.872,1,2,Value Proposition,an intuitive and robust digital workflow combining data geology and geostatistics to prospect smarter model faster and carry out complex resource estimations with confidence
Seequent Central,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326874,Seequent,0.0,0.0,0,0,Other,seequent central
"Manage, track, and collaborate on geological data in a single, accessible environment.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326875,Seequent,0.1517857142857143,0.0,0,0,Other,manage track and collaborate on geological data in a single accessible environment
Leapfrog Geo,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326877,Seequent,0.0,0.0,0,0,Other,leapfrog geo
"Integrate, communicate, and interpret geoscience data with rapid 3D modelling.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326881,Seequent,0.0,0.0,0,1,Value Proposition,integrate communicate and interpret geoscience data with rapid d modelling
MX Deposit,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326883,Seequent,0.0,0.0,0,0,Other,mx deposit
"Collect, manage, share, and access your drillhole and sample data in the Cloud.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326884,Seequent,0.0,0.296,1,1,Balanced,collect manage share and access your drillhole and sample data in the cloud
Leapfrog Edge,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326886,Seequent,0.0,0.0,0,0,Other,leapfrog edge
Fully integrate resource estimation into your 3D geoscience models.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326887,Seequent,0.0,0.0,0,0,Other,fully integrate resource estimation into your d geoscience models
Grade control,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326889,Seequent,0.0,0.0,0,0,Other,grade control
"Unlock the value of subsurface data to help make better decisions in classifying ore and waste; save time, reduce costs and waste and increase profitability.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326892,Seequent,0.033333333333333326,0.8402,1,1,Balanced,unlock the value of subsurface data to help make better decisions in classifying ore and waste save time reduce costs and waste and increase profitability
Seequent Central,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326893,Seequent,0.0,0.0,0,0,Other,seequent central
"Manage, track, and collaborate on geological data in a single, accessible environment.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326894,Seequent,0.1517857142857143,0.0,0,0,Other,manage track and collaborate on geological data in a single accessible environment
Leapfrog Geo,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326896,Seequent,0.0,0.0,0,0,Other,leapfrog geo
"Integrate, communicate, and interpret geoscience data with rapid 3D modelling.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326898,Seequent,0.0,0.0,0,1,Value Proposition,integrate communicate and interpret geoscience data with rapid d modelling
Leapfrog Edge,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326899,Seequent,0.0,0.0,0,0,Other,leapfrog edge
Fully integrate resource estimation into your 3D geoscience models.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326901,Seequent,0.0,0.0,0,0,Other,fully integrate resource estimation into your d geoscience models
Interested in our Grade Control solution?,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326902,Seequent,0.25,0.6124,0,0,Other,interested in our grade control solution
Tailings storage facilities,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326904,Seequent,0.0,0.0,0,0,Other,tailings storage facilities
"A uniquely powerful workflow that enables a dynamic digital twin of the subsurface, to better manage and predict TSF performance",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326905,Seequent,0.2,0.8074,1,2,Value Proposition,a uniquely powerful workflow that enables a dynamic digital twin of the subsurface to better manage and predict tsf performance
Seequent Central,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326906,Seequent,0.0,0.0,0,0,Other,seequent central
"Manage, track, and collaborate on geological data in a single, accessible environment.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326907,Seequent,0.1517857142857143,0.0,0,0,Other,manage track and collaborate on geological data in a single accessible environment
Leapfrog Geo,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326909,Seequent,0.0,0.0,0,0,Other,leapfrog geo
"Integrate, communicate, and interpret geoscience data with rapid 3D modelling.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326912,Seequent,0.0,0.0,0,1,Value Proposition,integrate communicate and interpret geoscience data with rapid d modelling
GeoStudio,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326913,Seequent,0.0,0.0,0,0,Other,geostudio
"Analyse slope stability, groundwater flow, and heat and mass transfer in soil and rock with an integrated geotechnical analysis software suite.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326914,Seequent,0.0,0.0,0,1,Value Proposition,analyse slope stability groundwater flow and heat and mass transfer in soil and rock with an integrated geotechnical analysis software suite
OpenGround,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326915,Seequent,0.0,0.0,0,0,Other,openground
Streamline site investigation with data capture that goes right from the field to the cloud.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326917,Seequent,0.2857142857142857,0.0,1,1,Balanced,streamline site investigation with data capture that goes right from the field to the cloud
Oasis montaj,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326918,Seequent,0.0,0.0,0,0,Other,oasis montaj
"Visualise, analyse, and integrate all your geoscience data in interactive 2D and 3D models.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326919,Seequent,0.0,0.0,0,0,Other,visualise analyse and integrate all your geoscience data in interactive d and d models
Interested in our Tailings solutions?,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326920,Seequent,0.25,0.5267,0,0,Other,interested in our tailings solutions
Industrial minerals,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326922,Seequent,0.0,0.0,0,0,Other,industrial minerals
"Harness the power of a digital workflow to better define the chemical and physical characteristics of your deposit, and plan proactively with profitability and waste reduction in mind.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326924,Seequent,0.075,0.296,0,0,Other,harness the power of a digital workflow to better define the chemical and physical characteristics of your deposit and plan proactively with profitability and waste reduction in mind
Seequent Central,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326926,Seequent,0.0,0.0,0,0,Other,seequent central
"Manage, track, and collaborate on geological data in a single, accessible environment.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326927,Seequent,0.1517857142857143,0.0,0,0,Other,manage track and collaborate on geological data in a single accessible environment
MX Deposit,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326928,Seequent,0.0,0.0,0,0,Other,mx deposit
"Collect, manage, share, and access your drillhole and sample data in the Cloud.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326929,Seequent,0.0,0.296,1,1,Balanced,collect manage share and access your drillhole and sample data in the cloud
Leapfrog Geo,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326931,Seequent,0.0,0.0,0,0,Other,leapfrog geo
"Integrate, communicate, and interpret geoscience data with rapid 3D modelling.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326933,Seequent,0.0,0.0,0,1,Value Proposition,integrate communicate and interpret geoscience data with rapid d modelling
Leapfrog Edge,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326934,Seequent,0.0,0.0,0,0,Other,leapfrog edge
Fully integrate resource estimation into your 3D geoscience models.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326935,Seequent,0.0,0.0,0,0,Other,fully integrate resource estimation into your d geoscience models
Interested in our Industrial Mineral solutions?,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326937,Seequent,0.25,0.5267,0,0,Other,interested in our industrial mineral solutions
"A big win for us simply comes down to housekeeping. We collaborate more, we’re more organised and way more efficient. And most importantly it’s ensuring that we meet standards and uphold our responsibilities and social license to operate in this unique and beautiful part of the world,",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326939,Seequent,0.3585648148148148,0.9408,0,1,Value Proposition,a big win for us simply comes down to housekeeping we collaborate more were more organised and way more efficient and most importantly its ensuring that we meet standards and uphold our responsibilities and social license to operate in this unique and beautiful part of the world
"A positive impact of going digital which Seequent's solutions, is more responsive management and governance, to ensure better resilience and ultimately minimise environmental risks or impact to our local communities",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326940,Seequent,0.20454545454545456,0.8883,0,0,Other,a positive impact of going digital which seequents solutions is more responsive management and governance to ensure better resilience and ultimately minimise environmental risks or impact to our local communities
"We are proud of our long history of exploration success and resource development, and we’re focused on delivering exceptional results to shareholders. By introducing Seequent Central we are improving our modelling techniques and helping us achieve that success.",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326942,Seequent,0.3361111111111111,0.9584,1,1,Balanced,we are proud of our long history of exploration success and resource development and were focused on delivering exceptional results to shareholders by introducing seequent central we are improving our modelling techniques and helping us achieve that success
"A better understanding of the subsurface allows us to be more confident in our decision-making, to use resources more wisely and reduce our footprint",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326943,Seequent,0.54,0.8586,1,1,Balanced,a better understanding of the subsurface allows us to be more confident in our decisionmaking to use resources more wisely and reduce our footprint
Delivering success in mining projects,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326944,Seequent,0.3,0.5719,0,0,Other,delivering success in mining projects
Discover how organisations are forging the future of mining with Seequent solutions.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326948,Seequent,0.0,0.1779,0,0,Other,discover how organisations are forging the future of mining with seequent solutions
Share a common understanding,h2,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326949,Seequent,-0.3,0.296,0,0,Other,share a common understanding
See how Erdenet Corporation is going through a digital revolution.,p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326951,Seequent,0.0,0.0,0,0,Other,see how erdenet corporation is going through a digital revolution
The Evolution of data in mining: a decade of transformation,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326952,Seequent,0.0,0.0,0,0,Other,the evolution of data in mining a decade of transformation
How geo-data workflow experts are transforming nickel mining in Indonesia,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326954,Seequent,0.0,0.0,0,0,Other,how geodata workflow experts are transforming nickel mining in indonesia
"© 2024 Seequent, The Bentley Subsurface Company. All rights reserved",p,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326955,Seequent,0.0,0.0,1,1,Balanced,seequent the bentley subsurface company all rights reserved
Privacy Preference Center,h2,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326957,Seequent,-0.1,0.0,0,0,Other,privacy preference center
Your Privacy,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326958,Seequent,0.0,0.0,0,0,Other,your privacy
Strictly Necessary Cookies,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326959,Seequent,0.0,0.0,0,0,Other,strictly necessary cookies
Functional Cookies,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326961,Seequent,0.0,0.0,0,0,Other,functional cookies
Performance Cookies,h3,https://www.seequent.com/products-solutions/mining,Mining Geoscience Software Solutions | For Mining Industries - Seequent,"In over 100 countries, mining industry professionals are using Seequent technologies to tackle challenges in the geosciences.",['\n               Intelligent geoscience for mining: Go deeper            '],2024-11-21T11:19:07.326962,Seequent,0.0,0.0,0,0,Other,performance cookies
